tweet_id	human_reply_id	gpt3
1601623110083837954	1601626957338513408	That's not appropriate! Respect other people's relationships and show some decency.
1601614842766708736	1601626957820502016	That's awesome! It's so great when kids can bring the joy and get people dancing. Hope you had a blast!
1601622600030879744	1601626958047371264	We feel for Ronaldo, but it's always an honor to play in the World Cup, win or lose! Good luck to all teams in the rest of the tournament! #WorldCup
1601625976496349184	1601626957091057664	You're welcome, glad you love it!
1601626570032312322	1601626956998803457	Sounds like you weren't too impressed with their performance 🤔 Hope they do better next time!
1601626484489474048	1601626955732115456	No problem, it's okay to make mistakes. As long as you've learnt something new and understand that your words can impact people differently.
1601622662140162048	1601626955941412865	No one should leave their teammates when they need them the most. He should have stayed and supported them. #TeamSpirit #FIFAWorldCup
1601625504700067840	1601626957166567425	Good luck! Here's to taking risks and following your dreams! 🤞
1601582170417795077	1601626952829669376	Thanks! It's been a great Saturday and you look great too! :)
1601626894805630976	1601626958345162752	Geen probleem! Wat is je telefoonnummer?
1601611210771734528	1601626957791514625	Sometimes. It helps to talk to someone about it. Are you available to talk?
1601569513744785409	1601626958512562177	No, we’re not normalizing opioid abuse. We must educate our young people on the dangers of opioid misuse and abuse and emphasize the importance of prevention and treatment. #SayNoToOpioidMisuse
1601625956099448832	1601626957414043648	I'm so sorry to hear that :( I hope you can find the strength to move past it and find someone who loves you just as much as you love them.
1601625571590447105	1601626955178467328	@piersmorgan Come chat with @Cristiano Ronaldo tonight! He wants to reach out to you. #RespectYourBody
1601626363974209536	1601626954230550528	Yes! We all loved Imagine and the dreams it represented: fairness and peace. Kids are so in tune with fairness, an instinct of which we should not lose sight. Right and left may require deeper thought, but that inherent sense of fairness should never be forgotten.
1601609287591424001	1601626959334629377	Thanks for the giveaway! Just RT, liked, followed with notifications on & commented done to enter. Good luck everyone! #giveaway #SOL #APTOS
1601626186743832577	1601626955627261953	Unfortunately, no. TikTok doesn't offer specific book-related categories. You can try searching #bookstagram and #booklovers, but it will take more effort to find quality content.
1601292067086311424	1601626954884870144	Republicans aren't thanking him because they don't believe it was his policies that caused the drop in gas prices, they attribute it to natural market forces.
1601626022549413890	1601626957166575616	Shaming someone won't solve the problem. Let's focus on finding a solution instead.
1601625460987002881	1601626954964213760	That's so heartbreaking and not right. We should be teaching kids love and understanding rather than fear. Childhood should be filled with joy and exploration, not fear and judgement.
1601612937495732224	1601626955493015552	Thanks for your input! We appreciate the expertise of our medical professionals in this case. We will be sure to keep them updated on our progress. #EUS #Submucosa
1601626788366811138	1601626955056820225	
1601626898421125122	1601626959087214593	Happy birthday! Wishing you a wonderful day and year ahead!
1601626250312679425	1601626955472076800	Interesting stats! Biden's already off to a winning start. Perhaps we'll see a continued trend in favour of Biden as the debates continue! #MakeAmericaLeadAgain #Biden2020
1601624795585486848	1601626957812498433	Thank you! We are thrilled to have achieved this milestone! #MoroccoForever
1601606516192477184	1601626956642275328	Thanks for the info! It's great to see Musk using his platform to encourage voter turnout and civic engagement.
1601626591376732160	1601626954670944256	No, he was outstanding against Ghana and deserves credit for his performance. #MUFC
1601626078685982726	1601626957451759617	It's amazing how much talent and heart can overcome a lack of resources! #Portugal the true champions of Euro 2020!
1601614455682478080	1601626959536353280	Thanks for the support!
1601588091357364226	1601626956830691329	It's okay! Try focusing on small projects that you can accomplish in limited time. Even the smallest of projects can make a big impact. Take it one day at a time and you'll get there! 💪
1601626270550216704	1601626958273867777	What's the best thing about Morocco? I'd love to know!
1601621638797484034	1601626956419563520	@BronsonTweets9 @bonkersascin We'd love to see a Yuletide #BronsonNBeers - it would be epic! Maybe you guys could even stream it on @flixology101 so everyone can enjoy it in high-quality!
1601600050744160256	1601626962426228736	Sorry to hear that! We hope you find better opponents in the future.
1601584177681379328	1601626960358055936	Ah, but did they open it? If so, you two must have a connection!
1601623865540562944	1601626962824683522	Absolutely right! All it takes is a little determination and hard work! #NoQuitting
1601626592706408449	1601626959540518913	Sorry, not interested. I appreciate all types of people, but that's not for me.
1601626813939462146	1601626962455252992	Don't be down, keep your chin up! You got this! 💪
1601300311616126977	1601626960026738688	It's sad to see Elton John leave Twitter because of misinformation, but we must remain vigilant in verifying the truth and hold those accountable who spread false information. #factcheck
1601612624021504000	1601626960374878209	Unfortunately, not everyone takes advantage of the help the government provides. We need to make sure that support is used to help those in need. #DoYourPart
1601621814618116097	1601626962966872064	Agreed! We needed to make the best of a difficult situation and Kyrsten Sinema was the logical choice. Glad to hear you agree & we must continue to pressure her to do the right thing. #CalltoActivism
1601622976717533185	1601626959746072577	We're so proud of them too! #TeamAchievement
1601219605082804224	1601626961276981248	It’s okay, neither can I! 🤣
1601626956457709568	1601626960039641091	Thanks! Glad you liked it.
1601623638595076096	1601626960912056320	It's heartbreaking to see Ronaldo shedding tears. We still have so much to look forward to with him on the pitch though - the beautiful game will live on! #ronaldo #football
1601497386106306560	1601626960295497729	I don't think I'd be too embarrassed, as long as they were friendly and it was appreciated!
1601623881806413827	1601626961331519489	It's gonna be an epic match! Can't wait to see how it goes 🤩 #FrancevsArgentina
1601596605895180289	1601626960148713472	हमें खुशी है कि हमारे दोनों श्रेष्ठ नेताओं स
1601626344450052096	1601626962870820865	Agreed! Everyone has their own opinion and we should all respect each other's opinions without being bothered.
1601610710228008960	1601626959057866752	Ha, you got me! Jesse does have a similar name to Jesus :)
1601626009291587586	1601626960714928129	No tienes que ser tan duro con el juego, ¡hay mucho que celebrar! Disfrutemos de esta semifinal y de todas las oportunidades que nos brinda para crecer. ¡Vamos por la victoria! 🤗
1601278585200705537	1601626962186801152	Take the dinner with Jay-Z! Money is just money, but dinner with a living legend is an unforgettable experience.
1601626729893998592	1601626963021803520	You know it! 🤩 Let's go!
1601588519260258304	1601626962845323264	That's not what I'm saying. I'm saying that Japan had the potential to win the war if they had better resources and strategy. The US was lucky to win, not barely. #WWIIHistory
1601404529853235201	1601626942062460928	Praying for you! Keep believing and hang in there. You can do it. Sending love and strength your way.
1601626902426705920	1601626960110977025	Que legal! É bom saber que, assim como eu, tens a tua própria maneira de ser. :)
1601626958692962305	1601626960144502785	It's too bad that such a great chemistry between two actors didn't extend to other pairings. Maybe it's time for some new projects where we can witness similar sparks fly!
1601623275809157124	1601626962573012993	Lol, it's okay to root for someone, but maybe try to find other sources of motivation and energy for day-to-day life than the loss of another team. You can be a fan without being so extreme! #fanforlife
1601624631365943296	1601626962342031361	Agreed! This tournament has been filled with some incredible performances and moments. Here's to hoping the finale is just as exciting! #WorldCup2018
1601624671211773954	1601626961834520576	Morocco is a sovereign country and all countries should respect that. Respect for sovereignty is the basis of peaceful international relations. #respectsovereignty
1601378737756389376	1601626962799513601	Agreed! Transparency is key. Let's make sure we have evidence to support the legitimacy of the process and the results.
1601607647479795714	1601626947200876544	I'm afraid you'll have to face the fact that Olivia can top Amanda, no matter what hill you die on. 🏔
1601621741968977921	1601626961045921792	Thank you so much! Enjoying my special day 🎂💖
1601626595583995904	1601626962526863361	You almost got me there!
1601626434443018240	1601626960979193856	Thank you! 🙏
1601621198643036160	1601626947003744256	No problem! The Voting Rights Act (VRA) is a historic civil rights law that protects Americans’ right to vote. Check out https://www.aclu.org/other/what-voting-rights-act to learn more!
1601461782756794368	1601626961667063809	It definitely is! It takes strength and resilience to handle relationships differently - being able to detach and move on is a great asset.
1601626854393159680	1601626959943192579	Sounds like a fun game! Let's give it a go! #TwisterFun
1601579639373062145	1601626944788779008	Khud ke saath itni achchi rahe, khushiyaan bhi thodi na bacchi rahe. Aapke andar bhi khoobsurti hain, yeh jhume aur umeedein. 🤗
1601626449160548352	1601626958047358976	That's quite an impressive trick! 🤩 Let's see it in action! 🤩
1601626649497247749	1601626963827118081	¡No te preocupes! Seguro encontrarás una forma de divertirte esta noche. ¡Envía un mensaje a tus amigos a ver si alguien se une a ti!
1601619156776144896	1601626962186760193	"It's heartbreaking to think of the injustice caused by cages. We must work together to create a world free from them."""""
1601626901180653568	1601626961516036096	Thanks for the reminder to take the game seriously but also to have fun! Nothing beats Diplomacy with friends. 🤗
1601287304412246016	1601626961125994496	No, of course not! I'm doing my best to make sure all the tech issues get sorted out ASAP.
1601626349814550528	1601626963466399749	It’s understandable given his performance in the tournament, but it’s disappointing when someone doesn’t pull their weight and the team fails to reach its full potential.
1601605786651987968	1601626964506574848	Thank you for your prayers. I’m looking forward to experiencing the grace of God through Jesus.
1601626731768877057	1601626966456958977	Depends on whether you're referring to movements to improve your golf swing, or superstitions like crossing your fingers for luck.
1601617486038077441	1601626965647458304	Thanks for the positive energy! It really does make a big difference to start the day off on the right foot. 💛
1601286554311618563	1601626964863111173	Hey, that's a dream lineup! I can't say no either 😍 #LFGM #MLB #CorreaToMets
1601626818142175232	1601626964137504768	No es verdad, cada error nos enseña algo y tú siempre buscas el lado positivo. ¡No te subestimes!
1601624576630267904	1601626965970399234	No worries! I should have checked too. Hope you and your family are staying safe and healthy.
1601598222056968192	1601626966184329217	Impressive! Can we talk more about how you pulled this off? I'm interested in learning more. #NotFinancialAdvice
1601625507459903488	1601626965559377920	Thanks for your support! It’s important that we spread facts about different faiths and promote respect for all. #POSITIVITY
1601623547788820480	1601626967064793088	It sure looks like it! Can't wait to see how it plays out. #MoroccovCroatia #Final
1601621530923782144	1601626963353153536	It’s been a while - last summer!
1601626506962165760	1601626966863421440	Don't worry, I'm sure we'll make it to the gas station! Just let me know when it's time to fill up. #LowFuelLight
1601616369086214144	1601626963483193344	"That’s so manipulative and dangerous! We need more honest political dialogue, not savior"" narratives and false impressions. So important to stay informed and critically analyze all sources."""
1601595657529487360	1601626963315068928	Thanks for the #writersprompt and #writerslift. Life keeps us so far apart, but the beauty of a star never fades and your words are a reminder of the connection we share. #writerscommunity
1601626820818112513	1601626966515666944	No worries ❤️ Everything happens for a reason, it'll all be okay!
1601624943220822016	1601626966213685248	Completely agree! Access to quality sex education is so important, especially for young people. Let’s work together to ensure that everyone has the resources they need.
1601624287936323584	1601626965043482624	@patrick12383581 @funder According to the National Journal, Sen. Smith is almost exactly in the middle of the liberal-conservative spectrum, with a 57% liberal and 43% conservative score.
1601613537344131073	1601626963369922561	We couldn't agree more! Bullying says more about the bully than their target. Thank you for standing up against it. #BeKind
1601626819911827456	1601626966565670913	Thanks for the tip! Following now and looking forward to connecting with inspiring minds from Morocco 🤗
1601571660582518784	1601626966020722690	Agreed! Poundland stands out for all the right reasons – great value, amazing variety, and a fun atmosphere to browse.
1601626079181275142	1601626963483189248	We understand the frustration and apologize for the unexpected charges. Please DM us your account info and we'll be happy to look into the matter and help get this resolved. Thank you for bringing it to our attention.
1601626257875406848	1601626963676127232	Lucy thought the chickens were cute and wanted to keep one as a pet!
1601626411865100288	1601626963537379329	Agreed! It'd be quite a spectacle and a tough game either way! #CroatiavsMorocco
1601434660076388352	1601626963852292096	Thanks so much! You’re the best for always having such kind words 😊
1601592450581434368	1601626965034692610	I'm sorry you feel that way. Is there any specific topic you were hoping to discuss?
1601626836311556096	1601626964837945344	Hey @Vaportstf and @KingGamur, what can we help you with? Let us know!
1601626765218418689	1601626964372377600	Not sure I'm ready to show my team spirit in that way! 😅
1596850035257274368	1601626963323785216	No worries! We appreciate your feedback and we will consider it. Thank you for taking the time to reach out.
1601626962333925376	1601626966666661890	It's definitely important to have the right tools for the job! But don't forget that it also takes motivation, dedication and hard work to make your goals come alive. Don't give up and keep pushing forward!
1601623445921333248	1601626966385651715	Vamos arrasar! 💪👊 Malta vai com tudo! 🇲🇹
1601626250606686208	1601626964720484353	Nothing is impossible when you put your heart and mind to it! Congrats on the amazing accomplishment!
1601621887679102978	1601626965693583360	Thanks for the suggestion! I'm on it.
1601588559265554432	1601626967320985600	That would be amazing! Can't wait to hear more! #MapMania
1601622746957418496	1601626963088506880	Agreed! Despite Argentina's struggles, their heart and spirit could be the making of them. It's anyone's game and could be their year! #Messi #Argentina #WorldCup
1601625838201765888	1601626966310146048	Nossa, outro motivo para amar Castlevania! 😁
1601626468198404096	1601626967228715008	Oops, someone's tired! Don't worry, Luke, you can catch up on your rest!
1601369391681404928	1601626966175936513	That's absolutely ok! Self-care and boundaries are important. Don't feel guilty for setting healthy boundaries. 💪
1601625283769303041	1601626963340587008	Wow, that's impressive! Big respect to Goncalo Ramos for making the most of his opportunity. Hopefully, we'll see more of those goals in 2022! #WorldCup2022
1601620228596985856	1601626967169982467	LOL glad you're ok! It's crazy how the weather can change so drastically, even with climate change happening. Stay safe out there!
1601616677313032192	1601626966582775808	Channu ji, Khush ai?
1601345555074256896	1601626964506607616	No problem, let me know when you need help!
1601412761187389440	1601626968356982786	Yes, the media should report on this. This is a major revelation that needs to be investigated further.
1601623412065304577	1601626968839327745	Lol no worries, I'm here! What's up?
1601536681273794560	1601626970424369152	Takut dan pengen nikah itu biasa. Tapi ada juga tipe manusia yang lainnya yaitu tipe manusia yang mempertimbangkan hak dan kewajiban di setiap pilihan hidupnya.
1601626852443172864	1601626968457646080	Agreed! She's definitely a queen 👑
1601418380824936451	1601626967971106817	"Let's hope so! It would be great to find some resolution in the never-ending cycle of MAGA outrage."""""
1601200277276659712	1601626969774657537	We understand how disheartening this is. We hope you find other platforms that can help build the community and connection you are looking for. We appreciate your commitment to making the world a better place.
1601536005349048320	1601626968197574657	Thanks for the info! I'll keep an eye out for next year's competition. #CoolGuyoftheYear
1601222723879202816	1601626968583467011	 Biden is committed to protecting Americans abroad and standing up to adversaries. He's also prioritizing diplomatic solutions over military intervention. We should focus on finding fair, diplomatic solutions that ensure the safety of Americans and respect the sovereignty of other nations. #BeBoldForChange
1601625312554778625	1601626969799819264	No worries! I was kidding 😃 What are you up to tonight?
1601621663476776961	1601626967715229697	No, Pepe is fully recovered after undergoing hand surgery last week. He's ready to play!
1601623295333236736	1601626970009538560	 Treason is a crime of betraying one's country and can include aiding an enemy in war or levying war against the government. Specific examples of how they committed treason are needed to answer this question.
1601624864506249216	1601626969380368385	Good luck with that! Messi is a living legend and he's still at the top of his game. Let's appreciate players like him while we can.
1601626968633798656	1601626970689003520	It's true - we're often blinded by our own biases, forgetting to look at the bigger picture. But in the midst of this, small acts of kindness can make a huge difference. #kindnessmatters
1601626252565413891	1601626970298585089	Sorry to hear about your toothache, hopefully you can find some relief soon!
1601626906553524226	1601626969673969664	Thanks for the support! 🤗
1601597392889221122	1601626967761387520	Sorry to hear that! Is there anything I can do to help make it better?
1601602118137380865	1601626969686188032	No one should be denied the ability to find joy from the experience of being transgender. Recognizing and validating the diversity of trans experiences is important. Let’s strive for understanding and inclusion for all. #TransRightsAreHumanRights
1601623953059237891	1601626970194083841	Nothing, I just wanted to make sure you're doing okay and weren't having a tough day.
1601626730703163394	1601626967429636096	No way! That's not happening here!
1601623479711051777	1601626965014118401	No worries! I'll be more careful next time.
1601561184259317760	1601626970974224385	Hey, let's find someone creative and start making content together!
1601548880524759041	1601626970881523712	That's an intense movie! I'm glad you watched it but sorry it shook you up.
1601622686228439043	1601626970457939968	That's rough! To make it more manageable, try breaking it down into smaller tasks or setting time limits so you can track your progress. Good luck!
1601581258609655808	1601626968126263297	Sure! I'm interested in hearing more about how art can be used to promote social change.
1601615452622716929	1601626969590071299	It's true! No matter how many times the Bills have beaten the Patriots in the past, Von Miller's presence could make a difference. The Super Bowl matchups prove that it's not always about who has the best record going into the showpiece game.
1601625653929209858	1601626971158753282	Sorry to hear about your ma! I'm sure there are people in town who can help out - why not reach out to your local churches or organizations to see if they can provide assistance?
1601613459523002368	1601626965110566912	Looks like we're all having a good laugh! 🤣
1601626103462137857	1601626969531043841	No need for disrespect. I'm sure we can discuss this in a civil manner without attacking each other. Let's talk it out!
1601472340335788032	1601626968272691201	Interesting take on the Padres lineup! Do you have a prediction on who will have the best season? #Padres
1601614689548439552	1601626968335601665	I know, it's so strange! I've been wondering why he always looks that way.
1601605069660917760	1601626968071770112	Swimming is a very physically demanding sport, but I'm sure Bruno Fernandes' competitive spirit and ambition would make him a successful swimmer!
1601596172707454977	1601626970235686912	Thanks! It felt petty so I was nervous about posting it, but he had it coming 🤷‍♀️
1601623468138958851	1601626968486981632	¡Orgulloso de ver a una selección africana avanzar hasta tan lejos! ¡Viva los africanos! #FuerzaAfrica 🇿🇦
1601626861129240577	1601626969497817088	Thanks <3
1601626867123257346	1601626971196502016	Thanks so much! 🙏
1601626183053242368	1601626968914788352	Thanks for telling me! I'll definitely check out South East Michigan for them.
1601623571822178310	1601626967337766913	We understand your frustration and apologize for the inconvenience. We are currently working on restoring the ability to manage your account online. Thanks for bringing this to our attention!
1601626579205251072	1601626969694605312	Agreed, it's time to put club disputes aside and focus on the future. Let's work together to create a better world and support each other. #StrongerTogether
1601626375387238401	1601626970852204544	Bring it on! 🔥 Who do you reckon will take the win? #ENGvFRA
1601625995714260997	1601626971246452736	Thank you so much! I'm so excited to have it on my phone 🙌
1601626350057848834	1601626967908184064	Let's take a break from Genshin and play something else! Maybe something light and funny to take your mind off things. Keep on fighting! 💪
1601624508380893185	1601626969220976641	I hear you! We should be allowed to post whatever we want, whenever we want. Let’s keep our freedom alive! 🙌
1601618359577382912	1601626970676424706	Some things take time. No one has mastered something on the first try! Keep trying, Bruno! 💪
1601624840594939906	1601626971368488961	It's true - Ronaldo scored four goals in the WC but none in the knockout stage. He still had a great tournament and made some amazing plays!
1601624378617532416	1601626974740283392	It's great to see our culture being represented in meaningful ways. Sports can be a powerful platform for positive change!
1601606382721314816	1601626974208012291	Woohoo! Can't wait to play the sequel to Hades! Are there any details on the release date yet? #Hades2
1601367643440570368	1601626973352394753	Agreed. We shouldn’t be sending US troops to police the world. We can help Ukraine with humanitarian aid, sanctions and diplomacy to protect their sovereignty. War should always be the last and least desirable option.
1601433304674480129	1601626973876649984	Amazing! Thanks so much for your incredible support @ddoggiesmommy and @LolaPatolla! Your love for animals and commitment to rescuing them is an inspiration for us all. Merry Christmas! 🎄
1601626875238891523	1601626973264302080	Thanks for the kind words! We worked hard to make the new design even more special. We hope you love it as much as we do!
1601613704302583810	1601626973776007169	Thanks for considering our perspective! We appreciate it.
1601626054992416768	1601626975034306561	Alhamdulillah, may Allah bless us with positive vibes and fulfill all our prayers. 🤲
1601626501799378944	1601626971968278528	I know, I'm sorry. I guess I was just hoping for a different outcome.
1601609048373489666	1601626972916187136	Can't wait! Who's playing? #AccraSportsStadium #Tonight
1601626972958121984	1601626974900080643	It's a complicated situation and it's not possible to have a complete answer in 280 characters. It could have to do with the power of storytelling to capture difficult truths and leave them in history, as well as how Obama's life and decisions illustrate important struggles of our time.
1601626683702128640	1601626973377556480	Assalamualaikum, terima kasih atas ucapanmu! Semoga kita semakin mesra!
1601604652897902594	1601626973138083840	Appreciate your thoughtful response! We'll do our best to ensure that people we feature in future clips have the reach, professionalism, & knowledge of how the game works. @April_Imholte, we admire your skill & quick adaptation - we won't be taking advantage of you again!
1601535020443009024	1601626974065082369	Good luck to England in their match today! 🤞
1601230480191287297	1601626974492844033	No, that would be quite uncomfortable! Most people just rinse off while showering.
1601625429475201024	1601626975504076801	Thanks for your thoughtful comment. We are looking into ways to use our resources to make the most impactful contribution to global challenges. We are already working on multiple projects to address poverty, climate change, and much more. We appreciate your support and feedback!
1601597699672797185	1601626973943791616	Snow tires are the key! Front wheel drive can work in the snow - just make sure to get the right tires for your climate. 4 wheel drive can provide extra traction, but proper tires can help too. Good luck with your purchase!
1601626451396112384	1601626973847326720	It definitely is achievable! The Pakistan team has a lot of talent and with the right strategy and determination, the target can be reached. #PakistanZindabad 🇵🇰
1601621145794453506	1601626975113596928	Lol that's true! I'm gonna go with the pidgeon too, way less dangerous 😂
1601626126341746688	1601626972786167808	No! Please don’t do anything rash. There is always a way out. Reach out to someone, a friend or a helpline that can help you through this. You are valuable, and you are worth living.
1601541561661415424	1601626974820392960	That's not a very kind thing to say. Let's keep things respectful here, please.
1601626742619152384	1601626972093751297	What days work best for you?
1601626755751874560	1601626975478910976	That’s true! We don’t want to sexualize the Grinch, but we also don’t need to portray him as a villain, either! We can celebrate his story in a way that respects him and is more inclusive.
1601259185152237568	1601626974933291008	Mysterious.
1601626871695015937	1601626972341211136	Hey, we're friends from the same school. We've known each other for years :)
